publisher,n_dataset,media,pct,mediana,min,max,rating,n_excellent,n_bad
"Dipartimento Sviluppo Economico - Sezione Crescita Digitale delle persone, del territorio e delle imprese",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Trasporto Pubblico Locale e Intermodalità,2,385.0,95.06,385,385,385,Excellent,2,0
Area Valutazione e Ricerca – Servizio Valutazione e Governo dell'Innovazione,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Bilancio della Sanità e dello Sport,1,385.0,95.06,385,385,385,Excellent,1,0
ASL Brindisi,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Programmazione e coordinamento,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Coordinamento dei Servizi Territoriali,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Palo del Colle – Ufficio Anagrafe,1,385.0,95.06,385,385,385,Excellent,1,0
Servizio Finanziario – Comune di Palo del Colle,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Agricoltura, sviluppo rurale e Ambientale - Sezione Attuazione dei Programmi Comunitari per l'agricoltura",1,385.0,95.06,385,385,385,Excellent,1,0
SEZIONE POLITICHE E MERCATO DEL LAVORO,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Competitività,2,385.0,95.06,385,385,385,Excellent,2,0
Servizio Protezione Civile servizio.protezionecivile@regione.puglia.it,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Candela,4,385.0,95.06,385,385,385,Excellent,4,0
Sezione Controlli,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Oria,1,385.0,95.06,385,385,385,Excellent,1,0
Servizio Programmazione Acquisti,1,385.0,95.06,385,385,385,Excellent,1,0
InnovaPuglia spa infolivinglabs@innova.puglia.it,2,385.0,95.06,385,385,385,Excellent,2,0
M. Capozzi,1,385.0,95.06,385,385,385,Excellent,1,0
"Sezione Turismo e Internazionalizzazione - Servizio Sviluppo, Infrastrutture, Imprese, Professioni",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Finanze,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione politiche di benessere sociale e pari opportunità Sezione programmazione Sociale ed integrazione socio-sanitaria,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Personale e Organizzazione - servizio.personale@regione.puglia.it,1,385.0,95.06,385,385,385,Excellent,1,0
"SEZIONE INNOVAZIONE, DATI E SERVIZI DIGITALI",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Trattamento Economico,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione politiche di benessere sociale e pari opportunità - Sezione programmazione Sociale ed integrazione socio-sanitaria - InnovaPuglia S.p.a.,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione APG,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Turismo, Economia della Cultura e Valorizzazione del Territorio - Struttura Progetto Cooperazione Territoriale Europea E Poli Biblio-Museali",1,385.0,95.06,385,385,385,Excellent,1,0
DIPARTIMENTO PROMOZIONE DELLA SALUTE E DEL BENESSERE ANIMALE/SEZIONE PROMOZIONE DELLA SALUTE E DEL BENESSERE,3,385.0,95.06,385,385,385,Excellent,3,0
Ufficio Sistemi Informativi e Flussi Informativi,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento Ambiente Paesaggio e Qualità Urbana,1,385.0,95.06,385,385,385,Excellent,1,0
Programmazione Unitaria,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Turismo, Economia della Cultura e Valorizzazione del Territorio - Sezione Economia della Cultura",1,385.0,95.06,385,385,385,Excellent,1,0
ex Sezione Promozione della Salute e del Benessere - attuale Sezione Sanità Veterinaria e Sicurezza Alimentare,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Tutela e valorizzazione del paesaggio,1,385.0,95.06,385,385,385,Excellent,1,0
"Sezione Promozione del Commercio, Artigianato e Internazionalizzazione delle imprese",1,385.0,95.06,385,385,385,Excellent,1,0
Interreg Management Structure,1,385.0,95.06,385,385,385,Excellent,1,0
Dott.ssa Rocca Anna Ettorre,1,385.0,95.06,385,385,385,Excellent,1,0
TPER - Trasporto passeggeri Emilia-Romagna,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Bologna - Area Educazione e Formazione,9,385.0,95.06,385,385,385,Excellent,9,0
Settore Musei Civici Bologna,2,385.0,95.06,385,385,385,Excellent,2,0
Openstreetmap,1,385.0,95.06,385,385,385,Excellent,1,0
Servizio Diritto allo Studio,1,385.0,95.06,385,385,385,Excellent,1,0
"Settore reti, sicurezza ICT e identità digitale",1,385.0,95.06,385,385,385,Excellent,1,0
Settore applicazioni,1,385.0,95.06,385,385,385,Excellent,1,0
Amministrazione,2,385.0,95.06,385,385,385,Excellent,2,0
Servizio Arte e Beni Culturali,3,385.0,95.06,385,385,385,Excellent,3,0
Ambiente,1,385.0,95.06,385,385,385,Excellent,1,0
Area Direzione Generale,1,385.0,95.06,385,385,385,Excellent,1,0
Area Entrate,1,385.0,95.06,385,385,385,Excellent,1,0
Regione Siciliana - Assessorato del Territorio e dell'Ambiente - Area 2 Interdipartimentale - Nodo Regionale S.I.T.R.,2,385.0,95.06,385,385,385,Excellent,2,0
Dipartimento per la Pianificazione Strategica,2,385.0,95.06,385,385,385,Excellent,2,0
Dipartimento del lavoro,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento dell'Energia,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento delle finanze e del credito,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento dell'Istruzione e della Formazione Professionale,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento Sviluppo Rurale e Territoriale,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento dei beni culturali e dell'identità siciliana,1,385.0,95.06,385,385,385,Excellent,1,0
Affari generali,1,385.0,95.06,385,385,385,Excellent,1,0
Urbanistica,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Personale e Sezione Statistica,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Welfare, sezione Benessere Sociale, Innovazione e Sussidiarietà",1,385.0,95.06,385,385,385,Excellent,1,0
Struttura Speciale Cooperazione Euro-Mediterranea,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Tutela e Valorizzazione dei Patrimoni Culturali,1,385.0,95.06,385,385,385,Excellent,1,0
"Sezione Sicurezza del Cittadino, politiche per le migrazioni ed Antimafia sociale",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Bilancio e ragioneria,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Supporto Legsislativo,1,385.0,95.06,385,385,385,Excellent,1,0
Marica Girardi - laboratoriurbani@regione.puglia.it,1,385.0,95.06,385,385,385,Excellent,1,0
SEZIONE INCLUSIONE SOCIALE ATTIVA e SEZIONE ISTRUZIONE E UNIVERSITA',1,385.0,95.06,385,385,385,Excellent,1,0
Attivarti.org,1,385.0,95.06,385,385,385,Excellent,1,0
Autorità di Sistema Portuale dello Stretto,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Casavatore,1,385.0,95.06,385,385,385,Excellent,1,0
Provincia di Verona,3,385.0,95.06,385,385,385,Excellent,3,0
Provincia di Isernia,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Vico del Gargano,3,385.0,95.06,385,385,385,Excellent,3,0
Unione Pedemontana Parmense,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Bologna,460,384.98,95.06,385,375,385,Excellent,460,0
Comune di Grosseto,104,384.62,94.97,385,365,405,Excellent,104,0
Regione Campania,338,384.38,94.91,385,305,385,Excellent,336,0
Comune di Massafra,38,384.21,94.87,385,355,385,Excellent,38,0
Comune di Pieve a Nievole,27,383.89,94.79,385,325,405,Excellent,24,0
Comune di Santa Fiora,15,383.67,94.73,385,365,385,Excellent,15,0
ARET Ufficio Innovazione,14,383.57,94.71,385,365,385,Excellent,14,0
Regione Puglia,61,383.52,94.7,385,355,385,Excellent,61,0
Ufficio statistica,90,383.22,94.62,385,305,385,Excellent,88,0
Azienda Consorziale Trasporti,4,382.5,94.44,385,375,385,Excellent,4,0
Comune di Prato,276,382.25,94.38,385,305,405,Excellent,269,0
Comune di Cantagallo,14,382.14,94.36,385,365,405,Excellent,14,0
Comune di Mediglia,3,381.67,94.24,385,375,385,Excellent,3,0
Comune di San Vincenzo,41,381.59,94.22,385,365,385,Excellent,41,0
Agenzia delle Dogane e dei Monopoli,32,381.56,94.21,385,275,385,Excellent,31,0
Comune di Santa Luce,11,381.36,94.16,385,365,385,Excellent,11,0
Comune di Porto Viro,5,381.0,94.07,385,365,385,Excellent,5,0
Comune di Galatone,5,381.0,94.07,385,365,385,Excellent,5,0
Area Analisi e Ricerche,5,381.0,94.07,385,375,385,Excellent,5,0
Comune di Vinci,17,380.29,93.9,385,305,385,Excellent,16,0
Comune di Castel del Piano,17,380.29,93.9,385,305,385,Excellent,16,0
Comune di Montevarchi,29,380.17,93.87,385,305,405,Excellent,27,0
Azienda Trasporti Messina S.p.A,4,380.0,93.83,385,365,385,Excellent,4,0
"Direzione regionale Salute e Welfare | SERVIZIO: Risorse tecnologiche, edilizia sanitaria, patrimonio e investimenti delle Aziende sanitarie",2,380.0,93.83,405,355,405,Excellent,2,0
"Direzione regionale Risorse, programmazione, cultura, turismo | SERVIZIO: Segreteria di Giunta, Attività Legislative, BUR, Società partecipate, Agenzie e Rapporti con Associazioni e Fondazioni",2,380.0,93.83,405,355,405,Excellent,2,0
"Direzione regionale Risorse, programmazione, cultura, turismo | SERVIZIO: Trasparenza, Anticorruzione, Privacy e tutela consumatori",2,380.0,93.83,405,355,405,Excellent,2,0
Comune di Cassano allo Ionio,9,379.44,93.69,385,335,385,Excellent,8,0
Città di Trani,5,379.0,93.58,385,355,385,Excellent,5,0
Comune di Monte Argentario,35,378.43,93.44,385,325,405,Excellent,32,0
Sezione Competitività delle Filiere Agroalimentari,3,378.33,93.42,385,365,385,Excellent,3,0
Agenzia di Tutela della Salute di Pavia,13,378.08,93.35,385,355,385,Excellent,13,0
Area Innovazione di Sistema e Qualità,5,377.0,93.09,385,365,385,Excellent,5,0
Iniziative Piano Nazionale di Ripresa e Resilienza,5,377.0,93.09,385,345,385,Excellent,4,0
redazione OD,19,376.58,92.98,385,305,385,Excellent,18,0
re,9,376.11,92.87,385,305,385,Excellent,8,0
Comune di Vernio,18,376.11,92.87,385,365,385,Excellent,18,0
"Direzione regionale Risorse, programmazione, cultura, turismo | SERVIZIO: Controllo strategico, Valutazione politiche, Conti pubblici territoriali e ufficio regionale di statistica",19,376.05,92.85,355,355,405,Excellent,19,0
Autorità idrica Pugliese (AIP),13,375.77,92.78,385,365,385,Excellent,13,0
Comune di Binetto,3,375.0,92.59,385,355,385,Excellent,3,0
Regione Campania - U.O.S. 214.00,1,375.0,92.59,375,375,375,Excellent,1,0
Regione Campania - DG 205 00,1,375.0,92.59,375,375,375,Excellent,1,0
Azienda Ospedaliera di Rilievo Nazionale Antonio Cardarelli,10,375.0,92.59,375,375,375,Excellent,10,0
Azienda Sanitaria Regione Molise,3,375.0,92.59,375,375,375,Excellent,3,0
Asst Spedali Civili di Brescia,8,375.0,92.59,375,375,375,Excellent,8,0
ASST Fatebenefratelli Sacco,3,375.0,92.59,375,375,375,Excellent,3,0
Comune di Pescaglia,16,375.0,92.59,385,305,385,Excellent,14,0
Regione Campania - U.O.S. 103.00.01,1,375.0,92.59,375,375,375,Excellent,1,0
Unione di Comuni Terre di Vini e di Tartufi,1,375.0,92.59,375,375,375,Excellent,1,0
Comune di Piombino,21,374.52,92.48,385,305,385,Excellent,20,0
Comune di Montemurlo,75,374.33,92.43,385,305,405,Excellent,64,0
"Direzione regionale Risorse, programmazione, cultura, turismo | SERVIZIO: Organizzazione, amministrazione e Gestione delle Risorse Umane",16,373.12,92.13,355,355,405,Excellent,16,0
"Direzione regionale Sviluppo economico, Agricoltura, Lavoro, Istruzione, Agenda Digitale | SERVIZIO: Agricoltura sostenibile, servizi fitosanitari",10,373.0,92.1,405,285,405,Excellent,9,0
Comune di Beinasco,3,371.67,91.77,355,355,405,Excellent,3,0
"Direzione regionale Sviluppo economico, Agricoltura, Lavoro, Istruzione, Agenda Digitale | Servizio Sviluppo delle imprese agricole e delle filiere agroalimentari - Sezione produzioni vegetali e aiuti di stato nel settore agricolo",3,371.67,91.77,355,355,405,Excellent,3,0
Città metropolitana di Firenze,289,370.57,91.5,385,265,405,Excellent,273,0
Agenzia Nazionale per la Meteorologia e Climatologia - ItaliaMeteo,8,370.0,91.36,365,365,385,Excellent,8,0
Sezione Osservatorio fitosanitario,2,370.0,91.36,385,355,385,Excellent,2,0
"Dipartimento Turismo, Economia della Cultura e Valorizzazione del Territorio - Sezione Sviluppo Innovazione Reti",2,370.0,91.36,385,355,385,Excellent,2,0
ARPAP,2,370.0,91.36,385,355,385,Excellent,2,0
Città Metropolitana di Catania,22,369.55,91.25,405,305,405,Excellent,15,0
Ufficio Statistica e Studi,5,369.0,91.11,385,305,385,Excellent,4,0
Provincia di Pisa,111,368.96,91.1,385,285,405,Excellent,92,0
Consorzio Dei Comuni della Valle D'Aosta Bacino Imbrifero Montano della Dora Baltea,5,367.0,90.62,355,355,385,Excellent,5,0
Provincia di Pistoia,11,366.82,90.57,385,285,385,Excellent,8,0
"Direzione regionale Governo del territorio, ambiente e protezione civile | SERVIZIO: Risorse idriche, Acque pubbliche, Attività estrattive e Bonifiche",9,366.11,90.4,355,355,405,Excellent,9,0
comune lecce,4,365.0,90.12,385,305,385,Excellent,3,0
Comune di Subbiano,16,365.0,90.12,385,305,385,Excellent,12,0
Area Infrastrutture di Trasporti,1,365.0,90.12,365,365,365,Excellent,1,0
Consorzio per la Ricerca sulla Filiera Lattiero Casearia,12,365.0,90.12,385,305,385,Excellent,9,0
IVASS - Istituto per la Vigilanza sulle Assicurazioni,19,365.0,90.12,365,365,365,Excellent,19,0
Servizio Parchi e Risorse Forestali - Regione Emilia-Romagna,2,365.0,90.12,405,325,405,Excellent,1,0
"Polizia Municipale e Viabilità, Trasporti e Mobilità, Vigilanza Edilizia",5,365.0,90.12,355,355,405,Excellent,5,0
Regione Siciliana - Assessorato Territorio e Ambiente - Area 2 Interdipartimentale,1,365.0,90.12,365,365,365,Excellent,1,0
Dipartimento regionale Tecnico,1,365.0,90.12,365,365,365,Excellent,1,0
Lamma Toscana,6443,364.9,90.1,365,285,385,Excellent,6433,0
Casole d'Elsa,28,364.29,89.95,385,305,405,Excellent,18,0
Comune di Coreglia Antelminelli,20,364.0,89.88,385,305,405,Excellent,14,0
admin,183,363.58,89.77,355,325,375,Excellent,180,0
Politecnico di Torino,12,363.33,89.71,355,355,405,Excellent,12,0
Polizia Municipale,5,363.0,89.63,385,275,385,Excellent,4,0
Sinalunga,30,361.67,89.3,385,325,405,Excellent,18,0
Comune di Barberino di Mugello,29,361.21,89.19,385,255,405,Excellent,18,0
Protezione Civile,5,361.0,89.14,355,355,385,Excellent,5,0
Sede di Parma;Regione Emilia-Romagna,59,360.93,89.12,355,355,405,Excellent,59,0
Comune di Volterra,16,360.62,89.04,385,255,385,Excellent,12,0
Azienda Socio Sanitaria Territoriale della Brianza,10,360.0,88.89,355,355,405,Excellent,10,0
Presidenza del Consiglio dei Ministri - Dipartimento per le politiche di coesione,561,359.33,88.72,355,355,385,Excellent,561,0
Associazione Centro studi Città di Foligno,5,359.0,88.64,355,325,405,Excellent,4,0
Comune di Montelupo Fiorentino,34,358.82,88.6,385,255,385,Excellent,25,0
Unione dei Comuni valdostani Walser,3,358.33,88.48,345,345,385,Excellent,1,0
Area di Epidemiologia e Care Intelligence,15,358.33,88.48,385,305,385,Excellent,10,0
Dipartimento regionale del turismo dello sport e dello spettacolo,3,358.33,88.48,385,305,385,Excellent,2,0
"Direzione regionale Risorse, programmazione, cultura, turismo | SERVIZIO: Sistema informativo, altri sistemi informativi e applicativi connessi per la Programmazione Comunitaria FSE",15,358.33,88.48,355,355,405,Excellent,15,0
Servizio Transizione Digitale e Privacy,11,357.73,88.33,365,305,385,Excellent,8,0
Comune di San Marco in Lamis,8,357.5,88.27,385,305,385,Excellent,6,0
ACI,87,357.41,88.25,355,325,385,Excellent,83,0
Comune di Rignano sull'Arno,29,356.72,88.08,385,305,385,Excellent,16,0
Redazione OD,611,356.42,88.01,385,275,385,Excellent,403,0
Comune di Bitritto,5,355.0,87.65,355,355,355,Excellent,5,0
Comune di Olgiate Olona,5,355.0,87.65,355,355,355,Excellent,5,0
Agenzia Regionale per la Protezione dell'Ambiente della Sardegna,12,355.0,87.65,355,355,355,Excellent,12,0
Comune di Petilia Policastro,10,355.0,87.65,355,355,355,Excellent,10,0
ARSAC - Azienda Regionale per lo Sviluppo dell’Agricoltura Calabrese,7,355.0,87.65,355,355,355,Excellent,7,0
"Biologisches Labor, Landesagentur für Umwelt, Autonome Provinz Bozen",1,355.0,87.65,355,355,355,Excellent,1,0
"PAB: Rip. 34 Innovazione, Ricerca, Università e Musei",1,355.0,87.65,355,355,355,Excellent,1,0
Agentur für Bevölkerungsschutz,1,355.0,87.65,355,355,355,Excellent,1,0
Comune di Salle,1,355.0,87.65,355,355,355,Excellent,1,0
Provincia di Padova,10,355.0,87.65,355,355,355,Excellent,10,0
Comune di Deliceto - OpenData,3,355.0,87.65,355,355,355,Excellent,3,0
Camera di Commercio delle Marche,65,355.0,87.65,355,355,355,Excellent,65,0
Comune di Borgo San Dalmazzo,3,355.0,87.65,355,355,355,Excellent,3,0
Istituto Geografico Militare,2,355.0,87.65,355,355,355,Excellent,2,0
Regione Autonoma della Sardegna,1,355.0,87.65,355,355,355,Excellent,1,0
comune torino,1,355.0,87.65,355,355,355,Excellent,1,0
Università degli Studi di Bari - Aldo Moro,105,355.0,87.65,355,355,355,Excellent,105,0
Ministero dell' Economia e delle Finanze,19,355.0,87.65,355,355,355,Excellent,19,0
Comune di Serravalle Scrivia,2,355.0,87.65,355,355,355,Excellent,2,0
Università degli Studi di Napoli 'Parthenope',15,355.0,87.65,355,355,355,Excellent,15,0
Agenzia per l’Italia Digitale - Servizio Strategie di procurement e innovazione del mercato,5,355.0,87.65,355,355,355,Excellent,5,0
Comune di Porto Cesareo,3,355.0,87.65,355,355,355,Excellent,3,0
Comune di Mede,1,355.0,87.65,355,355,355,Excellent,1,0
Comune di Venafro,10,355.0,87.65,355,355,355,Excellent,10,0
Università di Torino,14,355.0,87.65,355,355,355,Excellent,14,0
Comune di Novi Ligure,5,355.0,87.65,355,355,355,Excellent,5,0
"Dipartimento Turismo, Marketing territoriale e mobilità",5,355.0,87.65,355,355,355,Excellent,5,0
Comune di Domodossola,3,355.0,87.65,355,355,355,Excellent,3,0
Ministero del Turismo,16,355.0,87.65,355,355,355,Excellent,16,0
Comune di Torre Annunziata,3,355.0,87.65,355,355,355,Excellent,3,0
Istituto Universitario di Studi Superiori di Pavia,10,355.0,87.65,355,355,355,Excellent,10,0
Istituto Zooprofilattico Sperimentale dell'Umbria e delle Marche,10,355.0,87.65,355,355,355,Excellent,10,0
Comune di Fonte Nuova,5,355.0,87.65,355,355,355,Excellent,5,0
Comune di Bitetto,4,355.0,87.65,355,355,355,Excellent,4,0
Azienda Socio Sanitaria Territoriale di Lecco,10,355.0,87.65,355,355,355,Excellent,10,0
Comune di Taggia,5,355.0,87.65,355,355,355,Excellent,5,0
Istituto Superiore di Sanità,13,355.0,87.65,355,355,355,Excellent,13,0
Comune di Borgo a Mozzano,2,355.0,87.65,355,355,355,Excellent,2,0
"Universita' degli Studi della Campania ""L. Vanvitelli""",11,355.0,87.65,355,355,355,Excellent,11,0
Comune di Albino,5,355.0,87.65,355,355,355,Excellent,5,0
Agenzia di Tutela della Salute della Brianza,10,355.0,87.65,355,355,355,Excellent,10,0
Università degli Studi di Palermo,19,355.0,87.65,355,355,355,Excellent,19,0
Comune di Canino,1,355.0,87.65,355,355,355,Excellent,1,0
Comune di Castelfiorentino,6,355.0,87.65,355,355,355,Excellent,6,0
"Settore -  1 Politiche della montagna, Foreste, Gestione dei sistemi forestali e struttura incaricata dei controlli PSR 2014/2020",4,355.0,87.65,355,355,355,Excellent,4,0
Dipartimento “Infrastrutture e Lavori Pubblici”,7,355.0,87.65,355,355,355,Excellent,7,0
Dipartimento “Organizzazione e risorse Umane”,1,355.0,87.65,355,355,355,Excellent,1,0
Dipartimento Sviluppo Economico e Attrattori Culturali – Settore Infrastrutture Energetiche Fonti Rinnovabili e Non Rinnovabili,1,355.0,87.65,355,355,355,Excellent,1,0
Dipartimento Agricoltura Risorse Agroalimentari e Forestazione,3,355.0,87.65,355,355,355,Excellent,3,0
"Dipartimento Istruzione, Formazione e Pari Opportunità",5,355.0,87.65,355,355,355,Excellent,5,0
Dipartimento Lavoro - Azienda Calabria Lavoro,5,355.0,87.65,355,355,355,Excellent,5,0
Azienda Socio Sanitaria Territoriale della Valle Olona,17,355.0,87.65,355,355,355,Excellent,17,0
Azienda Socio Sanitaria Territoriale Lariana,16,355.0,87.65,355,355,355,Excellent,16,0
Comune di Sovicille,1,355.0,87.65,355,355,355,Excellent,1,0
Comune di Grassobbio,3,355.0,87.65,355,355,355,Excellent,3,0
Comune di Torremaggiore,1,355.0,87.65,355,355,355,Excellent,1,0
Dipartimento Lavoro e Welfare,9,355.0,87.65,355,355,355,Excellent,9,0
Comune di Policoro,11,355.0,87.65,355,355,355,Excellent,11,0
Comune di Vittoria,5,355.0,87.65,355,355,355,Excellent,5,0
ATS della Montagna,10,355.0,87.65,355,355,355,Excellent,10,0
Comune di Forte dei Marmi,1,355.0,87.65,355,355,355,Excellent,1,0
Biblioteca nazionale centrale di firenze,1,355.0,87.65,355,355,355,Excellent,1,0
Comune di Catanzaro,5,355.0,87.65,355,355,355,Excellent,5,0
Comune di Casoli,4,355.0,87.65,355,355,355,Excellent,4,0
Dirigente  Autorità di Audit,2,355.0,87.65,355,355,355,Excellent,2,0
Dirigente Dipartimento “Lavoro e Welfare”,1,355.0,87.65,355,355,355,Excellent,1,0
Comune di Arquata Scrivia,2,355.0,87.65,355,355,355,Excellent,2,0
Comune di San Nicola La Strada,5,355.0,87.65,355,355,355,Excellent,5,0
Provincia di Avellino,10,355.0,87.65,355,355,355,Excellent,10,0
Consorzio Intercomunale Servizi Socio Assistenziali di Pianezza,3,355.0,87.65,355,355,355,Excellent,3,0
Azienda Ospedaliero-Universitaria Pisana,3,355.0,87.65,355,355,355,Excellent,3,0
Agenzia di Tutela della Salute della Citta' Metropolitana di Milano,10,355.0,87.65,355,355,355,Excellent,10,0
Provincia di Parma,5,355.0,87.65,355,355,355,Excellent,5,0
Consorzio Universitario Piceno,10,355.0,87.65,355,355,355,Excellent,10,0
Dirigente Dipartimento “Tutela della Salute”,3,355.0,87.65,355,355,355,Excellent,3,0
Comune di Schivenoglia,3,355.0,87.65,355,355,355,Excellent,3,0
Comune di Grigno,20,355.0,87.65,355,355,355,Excellent,20,0
Agenzia del lavoro,39,355.0,87.65,355,355,355,Excellent,39,0
Azienda Provinciale per i Servizi Sanitari,14,355.0,87.65,355,355,355,Excellent,14,0
Provincia Autonoma di Trento - Agenzia del Lavoro,6,355.0,87.65,355,355,355,Excellent,6,0
Agenzia dl lavoro,4,355.0,87.65,355,355,355,Excellent,4,0
Unione dei Comuni Terre di Pianura - Settore Finanziario,1,355.0,87.65,355,355,355,Excellent,1,0
Aspal - Agenzia Sarda per le Politiche Attive del Lavoro,15,355.0,87.65,355,355,355,Excellent,15,0
CNIT - Consorzio Nazionale Interuniversitario per le Telecomunicazioni,10,355.0,87.65,355,355,355,Excellent,10,0
Università degli Studi di Camerino,10,355.0,87.65,355,355,355,Excellent,10,0
Comune di Coriano,8,355.0,87.65,355,355,355,Excellent,8,0
PCM - Dipartimento della Trasformazione Digitale,8,355.0,87.65,355,355,355,Excellent,8,0
PCM - Dipartimento della Protezione Civile,5,355.0,87.65,355,355,355,Excellent,5,0
Fondazione RESTART,10,355.0,87.65,355,355,355,Excellent,10,0
"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",406,355.0,87.65,355,355,355,Excellent,406,0
Comune di Tortoreto,7,355.0,87.65,355,355,355,Excellent,7,0
"Settore Fonti energetiche, rifiuti, cave e miniere",5,355.0,87.65,355,355,355,Excellent,5,0
Regione Liguria,19,355.0,87.65,355,355,355,Excellent,19,0
ISPAT Istituto di statistica della provincia di Trento,696,355.0,87.65,355,355,355,Excellent,696,0
Servizio turismo e sport,3,355.0,87.65,355,355,355,Excellent,3,0
Ufficio promozione territoriale,2,355.0,87.65,355,355,355,Excellent,2,0
Umse disabilita' ed integrazione socio - sanitaria,3,355.0,87.65,355,355,355,Excellent,3,0
"Unita' organizzativa laboratorio aria, suolo, rifiuti, radioattivita'",1,355.0,87.65,355,355,355,Excellent,1,0
Servizio politiche sviluppo rurale,2,355.0,87.65,355,355,355,Excellent,2,0
"Serv. artigianato, commercio e polizia amministrativa",4,355.0,87.65,355,355,355,Excellent,4,0
Servizio libro fondiario e catasto,5,355.0,87.65,355,355,355,Excellent,5,0
Azienda Consorziale Forestale  Trento Sopramonte,1,355.0,87.65,355,355,355,Excellent,1,0
"Provincia Autonoma di Trento - Agenzia Provinciale Opere Pubbliche, Servizio Opere Civili",1,355.0,87.65,355,355,355,Excellent,1,0
Trentino Digitale Spa,1,355.0,87.65,355,355,355,Excellent,1,0
Regione Autonoma Trentino-Alto Adige/Suedtirol,3,355.0,87.65,355,355,355,Excellent,3,0
Settore Tutela dell’ambiente ed economia circolare - Regione Emilia-Romagna,5,355.0,87.65,355,355,355,Excellent,5,0
Provincia di Reggio Emilia,20,355.0,87.65,355,355,355,Excellent,20,0
Unità di missione strategica digitalizzazione e reti,2,355.0,87.65,355,355,355,Excellent,2,0
Unità di missione strategica Digitalizzazione e reti,2,355.0,87.65,355,355,355,Excellent,2,0
Università di Trento,10,355.0,87.65,355,355,355,Excellent,10,0
Agenzia provinciale per le risorse idriche e l'Energia,1,355.0,87.65,355,355,355,Excellent,1,0
Regione Emilia Romagna,4,355.0,87.65,355,355,355,Excellent,4,0
Nuovo Circondario Imolese,58,355.0,87.65,355,355,355,Excellent,58,0
Servizio Agricoltura,1,355.0,87.65,355,355,355,Excellent,1,0
Provincia Autonoma di Trento - Servizio industria artigianato commercio e cooperazione,2,355.0,87.65,355,355,355,Excellent,2,0
Agenzia per la coesione sociale,5,355.0,87.65,355,355,355,Excellent,5,0
Lepida Scpa,1,355.0,87.65,355,355,355,Excellent,1,0
Servizio prevenzione rischi e centrale unica di emergenza,1,355.0,87.65,355,355,355,Excellent,1,0
Umst digitalizzazione e reti,13,355.0,87.65,355,355,355,Excellent,13,0
Unita' organizzativa per la tutela dell'acqua,1,355.0,87.65,355,355,355,Excellent,1,0
Settore qualita' ambientale - appa,1,355.0,87.65,355,355,355,Excellent,1,0
"Servizio entrate, finanza e credito",1,355.0,87.65,355,355,355,Excellent,1,0
"UMST Pianificazione, Europa e PNRR",1,355.0,87.65,355,355,355,Excellent,1,0
Ufficio Previsioni e Pianificazione,1,355.0,87.65,355,355,355,Excellent,1,0
Provincia autonoma di Trento - Agenzia per la depurazione,1,355.0,87.65,355,355,355,Excellent,1,0
Agenzia Provinciale Opere Pubbliche - Servizio Opere Civili,1,355.0,87.65,355,355,355,Excellent,1,0
Servizio Gestione degli Impianti,2,355.0,87.65,355,355,355,Excellent,2,0
Dipartimento “Transizione Digitale ed Attività Strategiche”,1,355.0,87.65,355,355,355,Excellent,1,0
Stazione Unica Appaltante,5,355.0,87.65,355,355,355,Excellent,5,0
Ufficio fondo sociale europeo,1,355.0,87.65,355,355,355,Excellent,1,0
Dirigente Responsabile Autorità di Audit,3,355.0,87.65,355,355,355,Excellent,3,0
